name,position,element,team,opponent_team,price,condition,xTotPoints
Mykhailo Mudryk,MID,179,Chelsea,Ipswich Town,6.2,0.0,0.0
Renato Palma Veiga,MID,184,Chelsea,Ipswich Town,4.5,1.0,0.28
Eberechi Eze,MID,199,Crystal Palace,Southampton,6.6,1.0,1.84
Boubacar Kamara,MID,42,Aston Villa,Brighton & Hove Albion,5.0,1.0,2.01
Ross Barkley,MID,29,Aston Villa,Brighton & Hove Albion,5.2,1.0,0.59
James McConnell,MID,330,Liverpool,West Ham United,4.4,1.0,0.0
Kobbie Mainoo,MID,378,Manchester United,Newcastle United,5.2,1.0,1.63
Sander Berge,MID,622,Fulham,Bournemouth,5.0,0.5,1.8
Will Hughes,MID,203,Crystal Palace,Southampton,4.9,0.75,2.47
Jakub Moder,MID,137,Brighton & Hove Albion,Aston Villa,4.4,1.0,0.0
Raheem Sterling,MID,186,Arsenal,Brentford,6.7,0.5,0.0
Myles Lewis-Skelly,MID,597,Arsenal,Brentford,4.5,1.0,1.09
Armando Broja,FWD,156,Everton,Nottingham Forest,5.4,1.0,0.02
Armando Broja,FWD,156,Everton,Nottingham Forest,5.4,1.0,0.02
Alexander Isak,FWD,401,Newcastle United,Manchester United,9.1,1.0,9.35
Rasmus Højlund,FWD,375,Manchester United,Newcastle United,6.9,1.0,3.08
Callum Wilson,FWD,421,Newcastle United,Manchester United,6.9,0.0,0.37
Callum Wilson,FWD,421,Newcastle United,Manchester United,6.9,0.0,0.37
Jhon Durán,FWD,38,Aston Villa,Brighton & Hove Albion,5.9,0.0,2.35
Youssef Ramalho Chermiti,FWD,237,Everton,Nottingham Forest,4.9,1.0,0.0
Youssef Ramalho Chermiti,FWD,237,Everton,Nottingham Forest,4.9,1.0,0.0
Evan Ferguson,FWD,123,Brighton & Hove Albion,Aston Villa,5.5,1.0,0.87
Evan Ferguson,FWD,123,Brighton & Hove Albion,Aston Villa,5.5,1.0,0.87
Kai Havertz,FWD,4,Arsenal,Brentford,7.9,1.0,2.95
Yoane Wissa,FWD,110,Brentford,Arsenal,6.2,1.0,2.99
Nicolas Jackson,FWD,180,Chelsea,Ipswich Town,8.3,1.0,2.22
Jamie Vardy,FWD,306,Leicester City,Manchester City,5.6,0.75,2.38
Paul Onuachu,FWD,470,Southampton,Crystal Palace,4.9,1.0,0.77
Paul Onuachu,FWD,470,Southampton,Crystal Palace,4.9,1.0,0.77
Darwin Núñez Ribeiro,FWD,316,Liverpool,West Ham United,7.1,1.0,1.18
Igor Thiago Nascimento Rodrigues,FWD,107,Brentford,Arsenal,5.9,0.0,0.18
Igor Thiago Nascimento Rodrigues,FWD,107,Brentford,Arsenal,5.9,0.0,0.18
Cameron Archer,FWD,27,Southampton,Crystal Palace,5.0,1.0,0.92
Erling Haaland,FWD,351,Manchester City,Leicester City,14.8,1.0,2.46
Joshua Zirkzee,FWD,389,Manchester United,Newcastle United,6.5,1.0,0.99
Jørgen Strand Larsen,FWD,566,Wolverhampton Wanderers,Tottenham Hotspur,5.6,1.0,2.0
Odsonne Edouard,FWD,198,Leicester City,Manchester City,5.1,1.0,0.0
Odsonne Edouard,FWD,198,Leicester City,Manchester City,5.1,1.0,0.0
Deivid Washington de Souza Eugênio,FWD,165,Chelsea,Ipswich Town,4.9,1.0,0.0
Deivid Washington de Souza Eugênio,FWD,165,Chelsea,Ipswich Town,4.9,1.0,0.0
Dominic Calvert-Lewin,FWD,220,Everton,Nottingham Forest,5.4,1.0,1.97
Cody Gakpo,FWD,321,Liverpool,West Ham United,7.2,1.0,6.47
Enes Ünal,FWD,65,Bournemouth,Fulham,5.4,1.0,2.34
Francisco Evanilson de Lima Barbosa,FWD,617,Bournemouth,Fulham,6.0,1.0,1.33
Gabriel Fernando de Jesus,FWD,2,Arsenal,Brentford,6.8,1.0,4.05
Iliman Ndiaye,FWD,232,Everton,Nottingham Forest,5.4,0.75,2.91
Ross Stewart,FWD,473,Southampton,Crystal Palace,4.4,0.0,0.0
Ross Stewart,FWD,473,Southampton,Crystal Palace,4.4,0.0,0.0
Norberto Bercique Gomes Betuncal,FWD,218,Everton,Nottingham Forest,4.9,1.0,-0.01
Norberto Bercique Gomes Betuncal,FWD,218,Everton,Nottingham Forest,4.9,1.0,-0.01
Danny Welbeck,FWD,148,Brighton & Hove Albion,Aston Villa,5.6,0.25,0.42
Patson Daka,FWD,289,Leicester City,Manchester City,4.8,1.0,1.53
Patson Daka,FWD,289,Leicester City,Manchester City,4.8,1.0,1.53
João Pedro Junqueira de Jesus,FWD,129,Brighton & Hove Albion,Aston Villa,5.7,1.0,2.41
Leon Chiwome,FWD,539,Wolverhampton Wanderers,Tottenham Hotspur,4.5,1.0,0.0
Leon Chiwome,FWD,539,Wolverhampton Wanderers,Tottenham Hotspur,4.5,1.0,0.0
Saša Kalajdžić,FWD,555,Wolverhampton Wanderers,Tottenham Hotspur,4.8,0.0,0.0
Saša Kalajdžić,FWD,555,Wolverhampton Wanderers,Tottenham Hotspur,4.8,0.0,0.0
Carlos Vinícius Alves Morais,FWD,258,Fulham,Bournemouth,5.0,1.0,0.22
Carlos Vinícius Alves Morais,FWD,258,Fulham,Bournemouth,5.0,1.0,0.22
William Osula,FWD,590,Newcastle United,Manchester United,4.9,1.0,0.59
William Osula,FWD,590,Newcastle United,Manchester United,4.9,1.0,0.59
Jean-Philippe Mateta,FWD,207,Crystal Palace,Southampton,7.2,1.0,2.23
Marc Guiu Paz,FWD,178,Chelsea,Ipswich Town,4.7,1.0,0.0
Marc Guiu Paz,FWD,178,Chelsea,Ipswich Town,4.7,1.0,0.0
Eddie Nketiah,FWD,11,Crystal Palace,Southampton,5.9,1.0,0.9
Eddie Nketiah,FWD,11,Crystal Palace,Southampton,5.9,1.0,0.9
Matheus Santos Carneiro Da Cunha,FWD,541,Wolverhampton Wanderers,Tottenham Hotspur,7.1,1.0,7.05
Ollie Watkins,FWD,58,Aston Villa,Brighton & Hove Albion,8.8,1.0,2.18
Ethan Wheatley,FWD,648,Manchester United,Newcastle United,4.5,1.0,0.0
Ethan Wheatley,FWD,648,Manchester United,Newcastle United,4.5,1.0,0.0
Rodrigo Muniz Carvalho,FWD,251,Fulham,Bournemouth,5.5,1.0,6.61
Adam Armstrong,FWD,453,Southampton,Crystal Palace,5.1,1.0,1.15
Raúl Jiménez,FWD,252,Fulham,Bournemouth,5.5,1.0,2.08
Hákon Valdimarsson,GK,109,Brentford,Arsenal,3.9,1.0,0.04
Jason Steele,GK,142,Brighton & Hove Albion,Aston Villa,4.2,1.0,0.0
José Malheiro de Sá,GK,554,Wolverhampton Wanderers,Tottenham Hotspur,4.3,1.0,2.5
Kepa Arrizabalaga,GK,152,Bournemouth,Fulham,4.5,1.0,7.26
Tom Heaton,GK,374,Manchester United,Newcastle United,4.0,1.0,0.0
Caoimhin Kelleher,GK,325,Liverpool,West Ham United,4.3,1.0,1.34
Scott Carson,GK,344,Manchester City,Leicester City,4.0,1.0,0.0
Daniel Iversen,GK,294,Leicester City,Manchester City,3.9,1.0,0.0
Mads Hermansen,GK,293,Leicester City,Manchester City,4.5,0.0,1.22
Sam Johnstone,GK,204,Wolverhampton Wanderers,Tottenham Hotspur,4.3,1.0,0.28
Robin Olsen,GK,51,Aston Villa,Brighton & Hove Albion,4.5,1.0,0.0
Bart Verbruggen,GK,146,Brighton & Hove Albion,Aston Villa,4.5,1.0,3.45
Robert Sánchez,GK,185,Chelsea,Ipswich Town,4.8,1.0,2.29
Asmir Begovic,GK,624,Everton,Nottingham Forest,4.0,1.0,0.0
Aaron Ramsdale,GK,14,Southampton,Crystal Palace,4.4,1.0,2.24
Matt Turner,GK,445,Crystal Palace,Southampton,4.0,1.0,0.0
Altay Bayindir,GK,367,Manchester United,Newcastle United,4.3,1.0,0.0
André Onana,GK,383,Manchester United,Newcastle United,5.2,1.0,1.67
Will Dennis,GK,599,Bournemouth,Fulham,4.0,1.0,0.0
Joe Lumley,GK,466,Southampton,Crystal Palace,4.0,1.0,1.06
Norberto Murara Neto,GK,73,Arsenal,Brentford,4.2,1.0,0.0
Nick Pope,GK,413,Newcastle United,Manchester United,4.9,0.0,0.13
Oliwier Zych,GK,641,Aston Villa,Brighton & Hove Albion,4.0,1.0,0.0
Emiliano Martínez Romero,GK,47,Aston Villa,Brighton & Hove Albion,5.0,1.0,2.5
Tommy Setford,GK,639,Arsenal,Brentford,4.5,1.0,0.0
Remi Matthews,GK,209,Crystal Palace,Southampton,3.9,1.0,0.0
Lucas Bergström,GK,154,Chelsea,Ipswich Town,3.9,1.0,0.0
David Raya Martin,GK,15,Arsenal,Brentford,5.6,1.0,3.78
Mark Flekken,GK,91,Brentford,Arsenal,4.5,0.75,2.76
João Neves Virgínia,GK,227,Everton,Nottingham Forest,3.9,1.0,0.0
Ederson Santana de Moraes,GK,347,Manchester City,Leicester City,5.3,0.5,0.67
Bernd Leno,GK,248,Fulham,Bournemouth,5.0,1.0,2.95
Daniel Bentley,GK,536,Wolverhampton Wanderers,Tottenham Hotspur,4.0,1.0,0.0
Gavin Bazunu,GK,454,Southampton,Crystal Palace,4.3,0.0,0.0
Danny Ward,GK,308,Leicester City,Manchester City,4.0,1.0,0.6
Joe Gauci,GK,39,Aston Villa,Brighton & Hove Albion,4.0,1.0,0.0
Martin Dúbravka,GK,396,Newcastle United,Manchester United,4.2,1.0,2.87
Tom King,GK,556,Wolverhampton Wanderers,Tottenham Hotspur,4.0,1.0,0.0
Jordan Pickford,GK,235,Everton,Nottingham Forest,5.0,1.0,5.27
Marcus Bettinelli,GK,155,Chelsea,Ipswich Town,3.9,1.0,0.0
Alisson Ramses Becker,GK,310,Liverpool,West Ham United,5.4,1.0,0.29
Alex McCarthy,GK,469,Southampton,Crystal Palace,4.3,1.0,0.01
Steven Benda,GK,242,Fulham,Bournemouth,4.0,1.0,0.0
Dean Henderson,GK,201,Crystal Palace,Southampton,4.5,1.0,3.28
John Ruddy,GK,414,Newcastle United,Manchester United,4.0,1.0,0.0
Odysseas Vlachodimos,GK,412,Newcastle United,Manchester United,4.3,1.0,0.0
Filip Jørgensen,GK,581,Chelsea,Ipswich Town,4.2,1.0,0.18
Jakub Stolarczyk,GK,304,Leicester City,Manchester City,4.0,1.0,0.26
Mark Travers,GK,84,Bournemouth,Fulham,4.4,1.0,0.0
Stefan Ortega Moreno,GK,358,Manchester City,Leicester City,5.2,1.0,0.84
